"File","Url"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,500;0,600;0,700;0,800;0,900;1,400;1,600&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400&family=Cormorant+Garamond:ital,wght@0,300;0,400;0,500;0,600;1,300;1,400;1,500&display=swap"
"C:\Users\somsh\mahajan-international\products.html","https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,500;0,600;0,700;0,800;0,900;1,400;1,600&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400&family=Cormorant+Garamond:ital,wght@0,300;0,400;0,500;0,600;1,300;1,400;1,500&display=swap"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,500;0,600;0,700;0,800;0,900;1,400;1,600&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400&family=Cormorant+Garamond:ital,wght@0,300;0,400;0,500;0,600;1,300;1,400;1,500&display=swap"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,500;0,600;0,700;0,800;0,900;1,400;1,600&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400&family=Cormorant+Garamond:ital,wght@0,300;0,400;0,500;0,600;1,300;1,400;1,500&display=swap"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,500;0,600;0,700;0,800;0,900;1,400;1,600&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400&family=Cormorant+Garamond:ital,wght@0,300;0,400;0,500;0,600;1,300;1,400;1,500&display=swap"
"C:\Users\somsh\mahajan-international\about.html","https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,600;0,700;1,400&family=DM+Sans:wght@300;400;500;600&family=Cormorant+Garamond:ital,wght@0,400;0,600;1,400&display=swap"
"C:\Users\somsh\mahajan-international\blog.html","https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,600;0,700;1,400&family=DM+Sans:wght@300;400;500;600&family=Cormorant+Garamond:ital,wght@0,400;0,600;1,400&display=swap"
"C:\Users\somsh\mahajan-international\index.html","https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,600;0,700;1,400&family=DM+Sans:wght@300;400;500;600&family=Cormorant+Garamond:ital,wght@0,400;0,600;1,400&display=swap"
"C:\Users\somsh\mahajan-international\about.html","https://fonts.gstatic.com"
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://fonts.gstatic.com"
"C:\Users\somsh\mahajan-international\blog.html","https://fonts.gstatic.com"
"C:\Users\somsh\mahajan-international\blog-post.html","https://fonts.gstatic.com"
"C:\Users\somsh\mahajan-international\contact.html","https://fonts.gstatic.com"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://fonts.gstatic.com"
"C:\Users\somsh\mahajan-international\index.html","https://fonts.gstatic.com"
"C:\Users\somsh\mahajan-international\products.html","https://fonts.gstatic.com"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://fonts.gstatic.com"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://fonts.gstatic.com"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://fonts.gstatic.com"
"C:\Users\somsh\mahajan-international\about.html","https://images.unsplash.com/photo-1446776653964-20c1d3a81b06?w=1200&q=85&fit=crop"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://images.unsplash.com/photo-1494412574643-ff11b0a5c1c3?w=1200&q=80"
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://images.unsplash.com/photo-1494412574643-ff11b0a5c1c3?w=150&q=75"
"C:\Users\somsh\mahajan-international\blog-post.html","https://images.unsplash.com/photo-1494412574643-ff11b0a5c1c3?w=150&q=75"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://images.unsplash.com/photo-1494412574643-ff11b0a5c1c3?w=150&q=75"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://images.unsplash.com/photo-1494412574643-ff11b0a5c1c3?w=150&q=75"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://images.unsplash.com/photo-1494412574643-ff11b0a5c1c3?w=150&q=75"
"C:\Users\somsh\mahajan-international\blog.html","https://images.unsplash.com/photo-1494412574643-ff11b0a5c1c3?w=800&q=80"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://images.unsplash.com/photo-1521791136064-7986c2920216?w=1200&q=80"
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://images.unsplash.com/photo-1521791136064-7986c2920216?w=150&q=75"
"C:\Users\somsh\mahajan-international\blog-post.html","https://images.unsplash.com/photo-1521791136064-7986c2920216?w=150&q=75"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://images.unsplash.com/photo-1521791136064-7986c2920216?w=150&q=75"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://images.unsplash.com/photo-1521791136064-7986c2920216?w=150&q=75"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://images.unsplash.com/photo-1521791136064-7986c2920216?w=150&q=75"
"C:\Users\somsh\mahajan-international\blog.html","https://images.unsplash.com/photo-1521791136064-7986c2920216?w=800&q=80"
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://images.unsplash.com/photo-1536304993881-ff86e0c9c6a3?w=1200&q=80"
"C:\Users\somsh\mahajan-international\blog-post.html","https://images.unsplash.com/photo-1536304993881-ff86e0c9c6a3?w=150&q=75"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://images.unsplash.com/photo-1536304993881-ff86e0c9c6a3?w=150&q=75"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://images.unsplash.com/photo-1536304993881-ff86e0c9c6a3?w=150&q=75"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://images.unsplash.com/photo-1536304993881-ff86e0c9c6a3?w=150&q=75"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://images.unsplash.com/photo-1536304993881-ff86e0c9c6a3?w=150&q=75"
"C:\Users\somsh\mahajan-international\index.html","https://images.unsplash.com/photo-1536304993881-ff86e0c9c6a3?w=600&q=80&fit=crop"
"C:\Users\somsh\mahajan-international\blog.html","https://images.unsplash.com/photo-1536304993881-ff86e0c9c6a3?w=800&q=80"
"C:\Users\somsh\mahajan-international\products.html","https://images.unsplash.com/photo-1536304993881-ff86e0c9c6a3?w=800&q=80"
"C:\Users\somsh\mahajan-international\about.html","https://images.unsplash.com/photo-1542744173-8e7e53415bb0?w=800&q=85&fit=crop"
"C:\Users\somsh\mahajan-international\index.html","https://images.unsplash.com/photo-1563453392212-326f5e854473?w=600&q=80&fit=crop"
"C:\Users\somsh\mahajan-international\products.html","https://images.unsplash.com/photo-1563453392212-326f5e854473?w=800&q=80"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://images.unsplash.com/photo-1581093196277-9f6be7a2b9f1?w=1200&q=80"
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://images.unsplash.com/photo-1581093196277-9f6be7a2b9f1?w=150&q=75"
"C:\Users\somsh\mahajan-international\blog-post.html","https://images.unsplash.com/photo-1581093196277-9f6be7a2b9f1?w=150&q=75"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://images.unsplash.com/photo-1581093196277-9f6be7a2b9f1?w=150&q=75"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://images.unsplash.com/photo-1581093196277-9f6be7a2b9f1?w=150&q=75"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://images.unsplash.com/photo-1581093196277-9f6be7a2b9f1?w=150&q=75"
"C:\Users\somsh\mahajan-international\blog.html","https://images.unsplash.com/photo-1581093196277-9f6be7a2b9f1?w=800&q=80"
"C:\Users\somsh\mahajan-international\index.html","https://images.unsplash.com/photo-1583119022894-919a68a3d0e3?w=600&q=80&fit=crop"
"C:\Users\somsh\mahajan-international\products.html","https://images.unsplash.com/photo-1583119022894-919a68a3d0e3?w=800&q=80"
"C:\Users\somsh\mahajan-international\blog.html","https://images.unsplash.com/photo-1596040033229-a9821ebd058d?w=1200&q=80"
"C:\Users\somsh\mahajan-international\blog-post.html","https://images.unsplash.com/photo-1596040033229-a9821ebd058d?w=1200&q=80"
"C:\Users\somsh\mahajan-international\index.html","https://images.unsplash.com/photo-1596040033229-a9821ebd058d?w=1200&q=80&fit=crop"
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://images.unsplash.com/photo-1596040033229-a9821ebd058d?w=150&q=75"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://images.unsplash.com/photo-1596040033229-a9821ebd058d?w=150&q=75"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://images.unsplash.com/photo-1596040033229-a9821ebd058d?w=150&q=75"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://images.unsplash.com/photo-1596040033229-a9821ebd058d?w=150&q=75"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://images.unsplash.com/photo-1596040033229-a9821ebd058d?w=150&q=75"
"C:\Users\somsh\mahajan-international\index.html","https://images.unsplash.com/photo-1596040033229-a9821ebd058d?w=600&q=80&fit=crop"
"C:\Users\somsh\mahajan-international\blog.html","https://images.unsplash.com/photo-1596040033229-a9821ebd058d?w=800&q=80"
"C:\Users\somsh\mahajan-international\products.html","https://images.unsplash.com/photo-1596040033229-a9821ebd058d?w=800&q=80"
"C:\Users\somsh\mahajan-international\index.html","https://images.unsplash.com/photo-1612257999756-7a12e3bfaaef?w=600&q=80&fit=crop"
"C:\Users\somsh\mahajan-international\products.html","https://images.unsplash.com/photo-1612257999756-7a12e3bfaaef?w=800&q=80"
"C:\Users\somsh\mahajan-international\index.html","https://images.unsplash.com/photo-1615485500704-8e990f9900f7?w=600&q=80&fit=crop"
"C:\Users\somsh\mahajan-international\products.html","https://images.unsplash.com/photo-1615485500704-8e990f9900f7?w=800&q=80"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://images.unsplash.com/photo-1621939514649-280e2ee25f60?w=1200&q=80"
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://images.unsplash.com/photo-1621939514649-280e2ee25f60?w=150&q=75"
"C:\Users\somsh\mahajan-international\blog-post.html","https://images.unsplash.com/photo-1621939514649-280e2ee25f60?w=150&q=75"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://images.unsplash.com/photo-1621939514649-280e2ee25f60?w=150&q=75"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://images.unsplash.com/photo-1621939514649-280e2ee25f60?w=150&q=75"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://images.unsplash.com/photo-1621939514649-280e2ee25f60?w=150&q=75"
"C:\Users\somsh\mahajan-international\blog.html","https://images.unsplash.com/photo-1621939514649-280e2ee25f60?w=800&q=80"
"C:\Users\somsh\mahajan-international\index.html","https://images.unsplash.com/photo-1631049307264-da0ec9d70304?w=600&q=80&fit=crop"
"C:\Users\somsh\mahajan-international\products.html","https://images.unsplash.com/photo-1631049307264-da0ec9d70304?w=800&q=80"
"C:\Users\somsh\mahajan-international\contact.html","https://maps.app.goo.gl/i6XPHJom3m7EmrYR6"
"C:\Users\somsh\mahajan-international\about.html","https://unpkg.com/aos@2.3.4/dist/aos.css"
"C:\Users\somsh\mahajan-international\blog.html","https://unpkg.com/aos@2.3.4/dist/aos.css"
"C:\Users\somsh\mahajan-international\index.html","https://unpkg.com/aos@2.3.4/dist/aos.css"
"C:\Users\somsh\mahajan-international\about.html","https://unpkg.com/aos@2.3.4/dist/aos.js"
"C:\Users\somsh\mahajan-international\blog.html","https://unpkg.com/aos@2.3.4/dist/aos.js"
"C:\Users\somsh\mahajan-international\index.html","https://unpkg.com/aos@2.3.4/dist/aos.js"
"C:\Users\somsh\mahajan-international\about.html","https://wa.me/917709170351"
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://wa.me/917709170351"
"C:\Users\somsh\mahajan-international\blog.html","https://wa.me/917709170351"
"C:\Users\somsh\mahajan-international\blog-post.html","https://wa.me/917709170351"
"C:\Users\somsh\mahajan-international\contact.html","https://wa.me/917709170351"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://wa.me/917709170351"
"C:\Users\somsh\mahajan-international\index.html","https://wa.me/917709170351"
"C:\Users\somsh\mahajan-international\products.html","https://wa.me/917709170351"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://wa.me/917709170351"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://wa.me/917709170351"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://wa.me/917709170351"
"C:\Users\somsh\mahajan-international\about.html","https://wa.me/917709170351?text=Hello%2C%20I%20am%20interested%20in%20your%20export%20products."
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://wa.me/917709170351?text=Hello%2C%20I%20am%20interested%20in%20your%20export%20products."
"C:\Users\somsh\mahajan-international\blog.html","https://wa.me/917709170351?text=Hello%2C%20I%20am%20interested%20in%20your%20export%20products."
"C:\Users\somsh\mahajan-international\blog-post.html","https://wa.me/917709170351?text=Hello%2C%20I%20am%20interested%20in%20your%20export%20products."
"C:\Users\somsh\mahajan-international\contact.html","https://wa.me/917709170351?text=Hello%2C%20I%20am%20interested%20in%20your%20export%20products."
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://wa.me/917709170351?text=Hello%2C%20I%20am%20interested%20in%20your%20export%20products."
"C:\Users\somsh\mahajan-international\index.html","https://wa.me/917709170351?text=Hello%2C%20I%20am%20interested%20in%20your%20export%20products."
"C:\Users\somsh\mahajan-international\products.html","https://wa.me/917709170351?text=Hello%2C%20I%20am%20interested%20in%20your%20export%20products."
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://wa.me/917709170351?text=Hello%2C%20I%20am%20interested%20in%20your%20export%20products."
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://wa.me/917709170351?text=Hello%2C%20I%20am%20interested%20in%20your%20export%20products."
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://wa.me/917709170351?text=Hello%2C%20I%20am%20interested%20in%20your%20export%20products."
"C:\Users\somsh\mahajan-international\about.html","https://www.facebook.com/MahajanInternationalImportExport/"
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://www.facebook.com/MahajanInternationalImportExport/"
"C:\Users\somsh\mahajan-international\blog.html","https://www.facebook.com/MahajanInternationalImportExport/"
"C:\Users\somsh\mahajan-international\blog-post.html","https://www.facebook.com/MahajanInternationalImportExport/"
"C:\Users\somsh\mahajan-international\contact.html","https://www.facebook.com/MahajanInternationalImportExport/"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://www.facebook.com/MahajanInternationalImportExport/"
"C:\Users\somsh\mahajan-international\index.html","https://www.facebook.com/MahajanInternationalImportExport/"
"C:\Users\somsh\mahajan-international\products.html","https://www.facebook.com/MahajanInternationalImportExport/"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://www.facebook.com/MahajanInternationalImportExport/"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://www.facebook.com/MahajanInternationalImportExport/"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://www.facebook.com/MahajanInternationalImportExport/"
"C:\Users\somsh\mahajan-international\contact.html","https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3794.0!2d76.0620!3d18.0450!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x0!2s18%2F272%2C+Bank+Colony%2C+Jawahar+Shastri+Nagar%2C+Umerga%2C+Maharashtra+413606!5e0!3m2!1sen!2sin!4v1!5m2!1sen!2sin"
"C:\Users\somsh\mahajan-international\about.html","https://www.instagram.com/mahajan_international_imp_exp/"
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://www.instagram.com/mahajan_international_imp_exp/"
"C:\Users\somsh\mahajan-international\blog.html","https://www.instagram.com/mahajan_international_imp_exp/"
"C:\Users\somsh\mahajan-international\blog-post.html","https://www.instagram.com/mahajan_international_imp_exp/"
"C:\Users\somsh\mahajan-international\contact.html","https://www.instagram.com/mahajan_international_imp_exp/"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://www.instagram.com/mahajan_international_imp_exp/"
"C:\Users\somsh\mahajan-international\index.html","https://www.instagram.com/mahajan_international_imp_exp/"
"C:\Users\somsh\mahajan-international\products.html","https://www.instagram.com/mahajan_international_imp_exp/"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://www.instagram.com/mahajan_international_imp_exp/"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://www.instagram.com/mahajan_international_imp_exp/"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://www.instagram.com/mahajan_international_imp_exp/"
"C:\Users\somsh\mahajan-international\about.html","https://www.linkedin.com/company/mahajan-international-imports-exports/"
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://www.linkedin.com/company/mahajan-international-imports-exports/"
"C:\Users\somsh\mahajan-international\blog.html","https://www.linkedin.com/company/mahajan-international-imports-exports/"
"C:\Users\somsh\mahajan-international\blog-post.html","https://www.linkedin.com/company/mahajan-international-imports-exports/"
"C:\Users\somsh\mahajan-international\contact.html","https://www.linkedin.com/company/mahajan-international-imports-exports/"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://www.linkedin.com/company/mahajan-international-imports-exports/"
"C:\Users\somsh\mahajan-international\index.html","https://www.linkedin.com/company/mahajan-international-imports-exports/"
"C:\Users\somsh\mahajan-international\products.html","https://www.linkedin.com/company/mahajan-international-imports-exports/"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://www.linkedin.com/company/mahajan-international-imports-exports/"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://www.linkedin.com/company/mahajan-international-imports-exports/"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://www.linkedin.com/company/mahajan-international-imports-exports/"
"C:\Users\somsh\mahajan-international\index.html","https://www.mahajaninternational.com/"
"C:\Users\somsh\mahajan-international\about.html","https://www.mahajaninternational.com/about.html"
"C:\Users\somsh\mahajan-international\products.html","https://www.mahajaninternational.com/assets/og-products.jpg"
"C:\Users\somsh\mahajan-international\benefits-importing-rice-pulses-india.html","https://www.mahajaninternational.com/benefits-importing-rice-pulses-india.html"
"C:\Users\somsh\mahajan-international\blog.html","https://www.mahajaninternational.com/blog.html"
"C:\Users\somsh\mahajan-international\blog-post.html","https://www.mahajaninternational.com/blog-post.html"
"C:\Users\somsh\mahajan-international\contact.html","https://www.mahajaninternational.com/contact.html"
"C:\Users\somsh\mahajan-international\how-to-choose-right-export-partner-india.html","https://www.mahajaninternational.com/how-to-choose-right-export-partner-india.html"
"C:\Users\somsh\mahajan-international\products.html","https://www.mahajaninternational.com/products.html"
"C:\Users\somsh\mahajan-international\quality-standards-indian-exports.html","https://www.mahajaninternational.com/quality-standards-indian-exports.html"
"C:\Users\somsh\mahajan-international\top-export-products-from-india.html","https://www.mahajaninternational.com/top-export-products-from-india.html"
"C:\Users\somsh\mahajan-international\why-transparency-matters-international-trade.html","https://www.mahajaninternational.com/why-transparency-matters-international-trade.html"
